SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_GRADE,SCHOOL_GRADE_HEADCOUNT,SCHOOL_TOTAL_HEADCOUNT
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,4,14,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,5,16,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,6,16,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,7,11,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,8,10,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,9,Msk,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,10,13,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,11,Msk,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,12,13,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,KF,16,168
2011/2012,BC Independent School,896749,CHEK-ABC,District Distance Ed,KH,Msk,168
2011/2012,BC Independent School,897558,Yaqan Nukiy School,Standard,1,Msk,23
2011/2012,BC Independent School,897558,Yaqan Nukiy School,Standard,2,Msk,23
2011/2012,BC Independent School,897558,Yaqan Nukiy School,Standard,3,Msk,23
2011/2012,BC Independent School,897558,Yaqan Nukiy School,Standard,4,Msk,23
2011/2012,BC Independent School,897558,Yaqan Nukiy School,Standard,5,Msk,23
2011/2012,BC Independent School,897558,Yaqan Nukiy School,Standard,6,Msk,23
2011/2012,BC Independent School,897558,Yaqan Nukiy School,Standard,7,Msk,23
2011/2012,BC Independent School,897558,Yaqan Nukiy School,Standard,KF,Msk,23
2011/2012,BC Independent School,2096098,St Michael's Elementary,Standard,1,14,133
2011/2012,BC Independent School,2096098,St Michael's Elementary,Standard,2,18,133
2011/2012,BC Independent School,2096098,St Michael's Elementary,Standard,3,11,133
2011/2012,BC Independent School,2096098,St Michael's Elementary,Standard,4,23,133
2011/2012,BC Independent School,2096098,St Michael's Elementary,Standard,5,16,133
2011/2012,BC Independent School,2096098,St Michael's Elementary,Standard,6,19,133
2011/2012,BC Independent School,2096098,St Michael's Elementary,Standard,7,24,133
2011/2012,BC Independent School,2096098,St Michael's Elementary,Standard,KF,Msk,133
2011/2012,BC Independent School,2296035,Pleasant Valley Christian Academy,Standard,1,Msk,23
2011/2012,BC Independent School,2296035,Pleasant Valley Christian Academy,Standard,2,Msk,23
2011/2012,BC Independent School,2296035,Pleasant Valley Christian Academy,Standard,4,Msk,23
2011/2012,BC Independent School,2296035,Pleasant Valley Christian Academy,Standard,5,Msk,23
2011/2012,BC Independent School,2296035,Pleasant Valley Christian Academy,Standard,6,Msk,23
2011/2012,BC Independent School,2296035,Pleasant Valley Christian Academy,Standard,7,Msk,23
2011/2012,BC Independent School,2296035,Pleasant Valley Christian Academy,Standard,8,Msk,23
2011/2012,BC Independent School,2296078,St James,Standard,1,Msk,99
2011/2012,BC Independent School,2296078,St James,Standard,2,14,99
2011/2012,BC Independent School,2296078,St James,Standard,3,15,99
2011/2012,BC Independent School,2296078,St James,Standard,4,11,99
2011/2012,BC Independent School,2296078,St James,Standard,5,12,99
2011/2012,BC Independent School,2296078,St James,Standard,6,17,99
2011/2012,BC Independent School,2296078,St James,Standard,7,14,99
2011/2012,BC Independent School,2296078,St James,Standard,KF,Msk,99
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,1,17,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,2,13,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,3,28,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,4,24,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,5,18,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,6,25,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,7,28,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,8,16,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,9,26,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,10,34,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,11,19,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,12,21,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,KF,Msk,281
2011/2012,BC Independent School,2296261,Vernon Christian School,Standard,KH,Msk,281
2011/2012,BC Independent School,2396013,Immaculata Regional High School,Standard,8,53,249
2011/2012,BC Independent School,2396013,Immaculata Regional High School,Standard,9,50,249
2011/2012,BC Independent School,2396013,Immaculata Regional High School,Standard,10,50,249
2011/2012,BC Independent School,2396013,Immaculata Regional High School,Standard,11,53,249
2011/2012,BC Independent School,2396013,Immaculata Regional High School,Standard,12,43,249
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,1,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,2,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,3,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,4,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,5,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,6,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,7,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,8,12,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,9,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,10,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,11,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,12,Msk,83
2011/2012,BC Independent School,2396023,Okanagan Adventist Academy,Standard,KF,Msk,83
2011/2012,BC Independent School,2396081,St Joseph Elementary School,Standard,1,25,232
2011/2012,BC Independent School,2396081,St Joseph Elementary School,Standard,2,18,232
2011/2012,BC Independent School,2396081,St Joseph Elementary School,Standard,3,27,232
2011/2012,BC Independent School,2396081,St Joseph Elementary School,Standard,4,32,232
2011/2012,BC Independent School,2396081,St Joseph Elementary School,Standard,5,37,232
2011/2012,BC Independent School,2396081,St Joseph Elementary School,Standard,6,30,232
2011/2012,BC Independent School,2396081,St Joseph Elementary School,Standard,7,42,232
2011/2012,BC Independent School,2396081,St Joseph Elementary School,Standard,KF,21,232
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,1,37,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,2,41,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,3,44,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,4,42,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,5,28,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,6,57,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,7,52,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,8,57,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,9,52,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,10,72,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,11,63,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,12,67,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,KF,11,642
2011/2012,BC Independent School,2396281,Kelowna Christian School,Standard,KH,19,642
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,1,Msk,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,2,10,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,3,Msk,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,4,Msk,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,5,Msk,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,6,Msk,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,7,Msk,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,8,Msk,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,KF,13,60
2011/2012,BC Independent School,2396360,Kelowna Waldorf School,Standard,KH,Msk,60
2011/2012,BC Independent School,2396361,Westbank Adventist,Standard,2,Msk,16
2011/2012,BC Independent School,2396361,Westbank Adventist,Standard,3,Msk,16
2011/2012,BC Independent School,2396361,Westbank Adventist,Standard,4,Msk,16
2011/2012,BC Independent School,2396361,Westbank Adventist,Standard,5,Msk,16
2011/2012,BC Independent School,2396361,Westbank Adventist,Standard,6,Msk,16
2011/2012,BC Independent School,2396361,Westbank Adventist,Standard,7,Msk,16
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,1,22,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,2,17,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,3,21,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,4,16,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,5,24,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,6,26,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,7,27,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,8,29,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,9,24,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,10,25,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,11,16,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,12,35,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,KF,16,302
2011/2012,BC Independent School,2396479,Heritage Christian School,Standard,KH,Msk,302
2011/2012,BC Independent School,2396575,Okanagan Montessori Elementary&Preschool,Standard,1,11,61
2011/2012,BC Independent School,2396575,Okanagan Montessori Elementary&Preschool,Standard,2,11,61
2011/2012,BC Independent School,2396575,Okanagan Montessori Elementary&Preschool,Standard,3,Msk,61
2011/2012,BC Independent School,2396575,Okanagan Montessori Elementary&Preschool,Standard,4,Msk,61
2011/2012,BC Independent School,2396575,Okanagan Montessori Elementary&Preschool,Standard,5,Msk,61
2011/2012,BC Independent School,2396575,Okanagan Montessori Elementary&Preschool,Standard,6,Msk,61
2011/2012,BC Independent School,2396575,Okanagan Montessori Elementary&Preschool,Standard,KF,18,61
2011/2012,BC Independent School,2396609,Our Lady of Lourdes,Standard,1,12,96
2011/2012,BC Independent School,2396609,Our Lady of Lourdes,Standard,2,16,96
2011/2012,BC Independent School,2396609,Our Lady of Lourdes,Standard,3,11,96
2011/2012,BC Independent School,2396609,Our Lady of Lourdes,Standard,4,10,96
2011/2012,BC Independent School,2396609,Our Lady of Lourdes,Standard,5,11,96
2011/2012,BC Independent School,2396609,Our Lady of Lourdes,Standard,6,Msk,96
2011/2012,BC Independent School,2396609,Our Lady of Lourdes,Standard,7,11,96
2011/2012,BC Independent School,2396609,Our Lady of Lourdes,Standard,KF,18,96
2011/2012,BC Independent School,2396612,First Lutheran Christian School,Standard,1,Msk,67
2011/2012,BC Independent School,2396612,First Lutheran Christian School,Standard,2,Msk,67
2011/2012,BC Independent School,2396612,First Lutheran Christian School,Standard,3,Msk,67
2011/2012,BC Independent School,2396612,First Lutheran Christian School,Standard,4,12,67
2011/2012,BC Independent School,2396612,First Lutheran Christian School,Standard,5,12,67
2011/2012,BC Independent School,2396612,First Lutheran Christian School,Standard,6,Msk,67
2011/2012,BC Independent School,2396612,First Lutheran Christian School,Standard,7,Msk,67
2011/2012,BC Independent School,2396612,First Lutheran Christian School,Standard,KF,12,67
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,1,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,2,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,3,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,4,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,5,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,6,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,7,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,8,16,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,9,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,10,Msk,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,11,10,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,12,10,81
2011/2012,BC Independent School,2396676,Studio 9 Independent School of the Arts,Standard,KF,Msk,81
2011/2012,BC Independent School,2396689,Aberdeen Hall Preparatory School,Standard,1,35,176
2011/2012,BC Independent School,2396689,Aberdeen Hall Preparatory School,Standard,2,25,176
2011/2012,BC Independent School,2396689,Aberdeen Hall Preparatory School,Standard,3,26,176
2011/2012,BC Independent School,2396689,Aberdeen Hall Preparatory School,Standard,4,22,176
2011/2012,BC Independent School,2396689,Aberdeen Hall Preparatory School,Standard,5,28,176
2011/2012,BC Independent School,2396689,Aberdeen Hall Preparatory School,Standard,6,21,176
2011/2012,BC Independent School,2396689,Aberdeen Hall Preparatory School,Standard,ELEMENTARY,19,176
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,1,155,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,2,143,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,3,143,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,4,147,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,5,147,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,6,143,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,7,157,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,8,151,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,9,106,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,10,135,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,11,133,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,12,249,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,GRADUATED ADULT,Msk,1954
2011/2012,BC Independent School,2396738,Heritage Christian Online School (DL),District Distance Ed,KF,141,1954
2011/2012,BC Independent School,2396825,Aberdeen Hall Senior,Standard,7,22,70
2011/2012,BC Independent School,2396825,Aberdeen Hall Senior,Standard,8,16,70
2011/2012,BC Independent School,2396825,Aberdeen Hall Senior,Standard,9,24,70
2011/2012,BC Independent School,2396825,Aberdeen Hall Senior,Standard,10,Msk,70
2011/2012,BC Independent School,2397006,Sensisyusten House of Learning,Standard,1,Msk,49
2011/2012,BC Independent School,2397006,Sensisyusten House of Learning,Standard,2,Msk,49
2011/2012,BC Independent School,2397006,Sensisyusten House of Learning,Standard,3,Msk,49
2011/2012,BC Independent School,2397006,Sensisyusten House of Learning,Standard,4,Msk,49
2011/2012,BC Independent School,2397006,Sensisyusten House of Learning,Standard,5,Msk,49
2011/2012,BC Independent School,2397006,Sensisyusten House of Learning,Standard,6,Msk,49
2011/2012,BC Independent School,2397006,Sensisyusten House of Learning,Standard,KF,10,49
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,1,Msk,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,2,Msk,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,3,Msk,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,4,Msk,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,5,Msk,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,6,Msk,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,7,Msk,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,8,Msk,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,9,13,98
2011/2012,BC Independent School,2796177,Cariboo Adventist Academy,Standard,10,Msk,98
