DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_YEAR,MEASURE_NAME,MEASURE_VALUE
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,97
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807013,L V Rogers Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,96
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,96
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,97
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807025,Mount Sentinel Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807026,W.E. Graham Community School,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2000/2001,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2001/2002,FIRST TIME GRADE 12 GRAD,9
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,808000,Continuing Ed SD 08,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,100
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,69
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,62
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,71
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,68
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,74
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,99
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886007,Prince Charles Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886016,Homelinks Centre,2003/2004,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886016,Homelinks Centre,2004/2005,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886016,Homelinks Centre,2005/2006,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886016,Homelinks Centre,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886016,Homelinks Centre,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886016,Homelinks Centre,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886016,Homelinks Centre,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886016,Homelinks Centre,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,64
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,79
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2000/2001,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2001/2002,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2003/2004,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2004/2005,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2005/2006,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2006/2007,FIRST TIME GRADE 12 GRAD,21
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2007/2008,FIRST TIME GRADE 12 GRAD,2
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2008/2009,FIRST TIME GRADE 12 GRAD,4
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2009/2010,FIRST TIME GRADE 12 GRAD,3
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2010/2011,FIRST TIME GRADE 12 GRAD,8
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,898001,Distance Ed School of the Kootenays,2011/2012,FIRST TIME GRADE 12 GRAD,6
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2000/2001,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2001/2002,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899070,Kootenay Lake Learning Centre,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,899104,SD 8 Electronic Funding Program,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,1997/1998,FIRST TIME GRADE 12 GRAD,12
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,1998/1999,FIRST TIME GRADE 12 GRAD,11
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,1999/2000,FIRST TIME GRADE 12 GRAD,13
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,2000/2001,FIRST TIME GRADE 12 GRAD,16
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,2001/2002,FIRST TIME GRADE 12 GRAD,8
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,2002/2003,FIRST TIME GRADE 12 GRAD,5
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,2003/2004,FIRST TIME GRADE 12 GRAD,5
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,2004/2005,FIRST TIME GRADE 12 GRAD,5
SCHOOL LEVEL,BC Public School,8,Kootenay Lake,10107000,Distance Ed School-Kootenays,2005/2006,FIRST TIME GRADE 12 GRAD,12
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010004,Nakusp Elementary,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010004,Nakusp Elementary,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010004,Nakusp Elementary,2001/2002,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,67
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,74
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,69
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,72
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010006,Nakusp Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010008,Fauquier Elementary,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010008,Fauquier Elementary,1997/1998,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010008,Fauquier Elementary,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,63
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,65
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,65
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,26
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,94
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,79
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1099217,Arrow Lakes Distributed Learning School,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1099217,Arrow Lakes Distributed Learning School,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919000,Continuing Ed SD 19,1998/1999,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919000,Continuing Ed SD 19,1999/2000,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,65
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,74
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,19,Revelstoke,1919003,Revelstoke Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,19,Revelstoke,1999084,The Learning Lab,1996/1997,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,19,Revelstoke,1999084,The Learning Lab,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,19,Revelstoke,1999084,The Learning Lab,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,19,Revelstoke,1999084,The Learning Lab,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
