DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_YEAR,MEASURE_NAME,MEASURE_VALUE
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,1998/1999,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,1999/2000,FIRST TIME GRADE 12 GRAD,4
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,2000/2001,FIRST TIME GRADE 12 GRAD,8
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,2001/2002,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,2002/2003,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,2003/2004,FIRST TIME GRADE 12 GRAD,17
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,2004/2005,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,2005/2006,FIRST TIME GRADE 12 GRAD,8
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7878000,Continuing Ed SD 78,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,1996/1997,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,1997/1998,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,1998/1999,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2000/2001,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2001/2002,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2002/2003,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2003/2004,FIRST TIME GRADE 12 GRAD,0
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2005/2006,FIRST TIME GRADE 12 GRAD,13
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2006/2007,FIRST TIME GRADE 12 GRAD,33
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2007/2008,FIRST TIME GRADE 12 GRAD,27
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2008/2009,FIRST TIME GRADE 12 GRAD,20
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2009/2010,FIRST TIME GRADE 12 GRAD,33
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2010/2011,FIRST TIME GRADE 12 GRAD,23
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899053,Two Rivers Education Centre,2011/2012,FIRST TIME GRADE 12 GRAD,10
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899183,Agassiz Centre for Education,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899183,Agassiz Centre for Education,2009/2010,FIRST TIME GRADE 12 GRAD,13
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899183,Agassiz Centre for Education,2010/2011,FIRST TIME GRADE 12 GRAD,23
SCHOOL LEVEL,BC Public School,78,Fraser-Cascade,7899183,Agassiz Centre for Education,2011/2012,FIRST TIME GRADE 12 GRAD,8
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,79
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,79
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965009,Cowichan Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965026,Charles Hoey Special,2001/2002,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,97
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,91
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,90
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965033,Chemainus Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,55
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,68
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,68
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,69
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7965039,Frances Kelsey Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,95
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,93
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7966004,Lake Cowichan Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,89
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,07966004-20030929,Lake Cowichan Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,07966004-20030929,Lake Cowichan Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,07966004-20030929,Lake Cowichan Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,87
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,07966004-20030929,Lake Cowichan Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,07966004-20030929,Lake Cowichan Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,71
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,07966004-20030929,Lake Cowichan Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,92
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,07966004-20030929,Lake Cowichan Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,2001/2002,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,2008/2009,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7979000,Cowichan Adult Learning Centre,2011/2012,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2000/2001,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2008/2009,FIRST TIME GRADE 12 GRAD,10
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2009/2010,FIRST TIME GRADE 12 GRAD,26
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2010/2011,FIRST TIME GRADE 12 GRAD,41
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999081,Cowichan Valley Open Learning Co-op,2011/2012,FIRST TIME GRADE 12 GRAD,51
SCHOOL LEVEL,BC Public School,79,Cowichan Valley,7999145,Distributive Learning Program,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,43
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,67
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,79
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,74
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,68
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,67
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,78
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,82
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181013,Fort Nelson Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,81,Fort Nelson,8181015,Toad River Elem-Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,69
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,79
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,75
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,76
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,80
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,86
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,84
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,75
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,83
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2009/2010,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2010/2011,FIRST TIME GRADE 12 GRAD,85
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280002,Mount Elizabeth Secondary,2011/2012,FIRST TIME GRADE 12 GRAD,88
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,1996/1997,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,1997/1998,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,1998/1999,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,1999/2000,FIRST TIME GRADE 12 GRAD,64
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2000/2001,FIRST TIME GRADE 12 GRAD,75
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2001/2002,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2002/2003,FIRST TIME GRADE 12 GRAD,50
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2003/2004,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2004/2005,FIRST TIME GRADE 12 GRAD,60
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2005/2006,FIRST TIME GRADE 12 GRAD,70
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2006/2007,FIRST TIME GRADE 12 GRAD,58
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2007/2008,FIRST TIME GRADE 12 GRAD,Msk
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2008/2009,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2009/2010,FIRST TIME GRADE 12 GRAD,77
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2010/2011,FIRST TIME GRADE 12 GRAD,50
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8280007,Kitimat City High,2011/2012,FIRST TIME GRADE 12 GRAD,46
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,1996/1997,FIRST TIME GRADE 12 GRAD,54
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,1997/1998,FIRST TIME GRADE 12 GRAD,61
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,1998/1999,FIRST TIME GRADE 12 GRAD,50
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,1999/2000,FIRST TIME GRADE 12 GRAD,64
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2000/2001,FIRST TIME GRADE 12 GRAD,71
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2001/2002,FIRST TIME GRADE 12 GRAD,72
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2002/2003,FIRST TIME GRADE 12 GRAD,65
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2003/2004,FIRST TIME GRADE 12 GRAD,60
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2004/2005,FIRST TIME GRADE 12 GRAD,73
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2005/2006,FIRST TIME GRADE 12 GRAD,63
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2006/2007,FIRST TIME GRADE 12 GRAD,75
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2007/2008,FIRST TIME GRADE 12 GRAD,81
SCHOOL LEVEL,BC Public School,82,Coast Mountains,8288006,Hazelton Secondary,2008/2009,FIRST TIME GRADE 12 GRAD,71
