SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343029,James Park Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343029,James Park Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343029,James Park Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343031,Kilmer Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343031,Kilmer Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343031,Kilmer Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343031,Kilmer Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343033,Leigh Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343033,Leigh Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343033,Leigh Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,12,10,83
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343033,Leigh Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343034,Lord Baden-Powell Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,10,4,40
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343034,Lord Baden-Powell Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,10,4,40
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343034,Lord Baden-Powell Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,10,4,40
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343034,Lord Baden-Powell Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,10,1,10
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343036,Mary Hill Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343036,Mary Hill Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343036,Mary Hill Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343036,Mary Hill Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343037,Meadowbrook Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343037,Meadowbrook Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343037,Meadowbrook Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343037,Meadowbrook Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343038,Miller Park Community School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,18,15,83
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343038,Miller Park Community School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,18,9,50
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343038,Miller Park Community School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,18,10,56
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343038,Miller Park Community School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,18,8,44
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343043,Moody Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343043,Moody Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343043,Moody Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343043,Moody Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343044,Mountain View Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343044,Mountain View Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343044,Mountain View Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343044,Mountain View Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343045,Mountain Meadows Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343045,Mountain Meadows Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343045,Mountain Meadows Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343045,Mountain Meadows Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343046,Mundy Road Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343046,Mundy Road Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343046,Mundy Road Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343046,Mundy Road Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343047,Nestor Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343047,Nestor Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343047,Nestor Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343047,Nestor Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343048,Panorama Heights Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343048,Panorama Heights Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343048,Panorama Heights Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343048,Panorama Heights Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343049,Parkland Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,18,14,78
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343049,Parkland Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,18,8,44
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343049,Parkland Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,18,12,67
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343049,Parkland Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,18,8,44
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343050,Pinetree Way Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
