SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2011/2012,BC Public School,38,Richmond,3838060,Archibald Blair Elementary,Standard,6551 Lynas Lane,Richmond,BC,V7C3K8,604 668-6330,604 668-6317,49.1654,-123.165,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,38,Richmond,3838062,Robert Alexander McMath Secondary,Standard,4251 Garry St,Richmond,BC,V7E2T9,604 718-4050,604 718-4051,49.1294,-123.178,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,38,Richmond,3838063,Spul'u'kwuks Elementary,Standard,5999 Blanshard Dr,Richmond,BC,V7C5V4,604 303-5100,604 303-5106,49.1703,-123.184,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,38,Richmond,3838064,A.R. MacNeill Secondary,Standard,6611 No. 4 Rd,Richmond,BC,V6Y2T2,604 668-6212,604 668-6202,49.1647,-123.114,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,38,Richmond,3838065,Richmond Secondary,Standard,7171 Minoru Blvd,Richmond,BC,V6Y1Z3,604 668-6400,604 668-6405,49.1615,-123.14,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,38,Richmond,3899061,Station Stretch,Alternate,5280 Minoru Blvd,Richmond,BC,V6X2A9,604 668-6204,604 668-6427,49.1753,-123.14,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,38,Richmond,3899175,Richmond Virtual School,District Distance Ed,7811 Granville Ave,Richmond,BC,V6Y3E3,604 668-6371,604 668-6006,49.1629,-123.138,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939000,Continuing Ed SD 39,Continuing Ed,1580 West Broadway,Vancouver,BC,V6J5K8,604 713-4513,604 713-4536,49.2635,-123.14,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939001,King George Secondary,Standard,1755 Barclay St,Vancouver,BC,V6G1K6,604 713-8999,604 713-8998,49.2897,-123.137,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939003,Magee Secondary,Standard,6360 Maple St,Vancouver,BC,V6M4M2,604 713-8200,604 713-8209,49.2284,-123.152,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939004,Britannia Community Secondary,Standard,1001 Cotton Dr,Vancouver,BC,V5L3T4,604 713-8266,604 713-8265,49.2764,-123.072,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939006,Kitsilano Secondary,Standard,2550 10th Ave W,Vancouver,BC,V6K2J6,604 713-8961,604 713-8960,49.2629,-123.164,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939007,John Oliver Secondary,Standard,530 41st Ave E,Vancouver,BC,V5W1P3,604 713-8938,604 713-8937,49.2328,-123.094,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939008,Lord Byng Secondary,Standard,3939 16th Ave W,Vancouver,BC,V6R3C9,604 713-8171,604 713-8170,49.2582,-123.192,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939010,Templeton Secondary,Standard,727 Templeton Dr,Vancouver,BC,V5L4N8,604 713-8984,604 713-8983,49.278,-123.06,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939011,Vancouver Technical Secondary,Standard,2600 Broadway E,Vancouver,BC,V5M1Y5,604 713-8215,604 713-8214,49.2619,-123.052,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939012,Point Grey Secondary,Standard,5350 East Blvd,Vancouver,BC,V6M3V2,604 713-8220,604 713-8218,49.2375,-123.155,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939014,Gladstone Secondary,Standard,4105 Gladstone St,Vancouver,BC,V5N4Z2,604 713-8288,604 713-8287,49.2479,-123.061,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939015,Sir Winston Churchill Secondary,Standard,7055 Heather St,Vancouver,BC,V6P3P7,604 713-8189,604 713-8188,49.2208,-123.124,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939016,Killarney Secondary,Standard,6454 Killarney St,Vancouver,BC,V5S2X7,604 713-8950,604 713-8949,49.2253,-123.046,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939017,Sir Charles Tupper Secondary,Standard,419 24th Ave E,Vancouver,BC,V5V2A2,604 713-8233,604 713-8232,49.2494,-123.096,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939018,David Thompson Secondary,Standard,1755 55th Ave E,Vancouver,BC,V5P1Z7,604 713-8278,604 713-8277,49.2201,-123.071,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939019,Prince of Wales Secondary,Standard,2250 Eddington Dr,Vancouver,BC,V6L2E7,604 713-8974,604 713-8973,49.246,-123.158,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939020,Windermere Community Secondary,Standard,3155 27th Ave E,Vancouver,BC,V5R1P3,604 713-8180,604 713-8179,49.2464,-123.037,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939022,Eric Hamber Secondary,Standard,5025 Willow St,Vancouver,BC,V5Z3S1,604 713-8927,604 713-8926,49.2402,-123.124,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939024,University Hill Secondary,Standard,2896 Acadia Rd,Vancouver,BC,V6T1S2,604 713-8258,604 713-8257,49.262,-123.235,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3939028,Lord Strathcona Community Elementary,Standard,592 Pender St E,Vancouver,BC,V6A1V5,604 713-4630,604 713-4633,49.2801,-123.092,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939030,Sir Guy Carleton Community Elementary,Standard,3250 Kingsway,Vancouver,BC,V5R5K5,604 713-4810,604 713-4812,49.2346,-123.037,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939031,Lord Roberts Elementary,Standard,1100 Bidwell St,Vancouver,BC,V6G2K4,604 713-5055,604 713-5057,49.2875,-123.138,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939032,Admiral Seymour Elementary,Standard,1130 Keefer St,Vancouver,BC,V6A1Z3,604 713-4641,604 713-4643,49.279,-123.081,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939033,Sir William Macdonald Community,Standard,1950 Hastings St E,Vancouver,BC,V5L1T7,604 713-4696,604 713-4698,49.2812,-123.065,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939035,David Lloyd George Elementary,Standard,8370 Cartier St,Vancouver,BC,V6P4T8,604 713-4895,604 713-4897,49.2101,-123.138,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939037,General Brock Elementary,Standard,4860 Main St,Vancouver,BC,V5V3R8,604 713-5245,604 713-5247,49.2416,-123.101,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939038,Kerrisdale Elementary,Standard,5555 Carnarvon St,Vancouver,BC,V6N1J2,604 713-5446,604 713-5448,49.2361,-123.173,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939039,Lord Selkirk Elementary,Standard,1750 22nd Ave E,Vancouver,BC,V5N2P7,604 713-4650,604 713-4657,49.2502,-123.069,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939040,Queen Alexandra Elementary,Standard,1300 Broadway E,Vancouver,BC,V5N1V6,604 713-4599,604 713-4679,49.2622,-123.077,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939041,Queen Mary Elementary,Standard,2000 Trimble St,Vancouver,BC,V6R3Z4,604 713-5464,604 713-5466,49.2688,-123.206,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939042,Simon Fraser Elementary,Standard,100 15th Ave W,Vancouver,BC,V5Y3B7,604 713-4946,604 713-4948,49.2575,-123.107,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939043,L'ecole Bilingue Elementary,Standard,1166 14th Ave W,Vancouver,BC,V6H1P6,604 713-4585,604 713-4587,49.2587,-123.131,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939044,Emily Carr Elementary,Standard,4070 Oak St,Vancouver,BC,V6H2M8,604 713-4941,604 713-4943,49.2497,-123.127,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939045,General Wolfe Elementary,Standard,4251 Ontario St,Vancouver,BC,V5V3G8,604 713-4912,604 713-4914,49.2472,-123.105,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939046,Lord Nelson Elementary,Standard,2235 Kitchener St,Vancouver,BC,V5L2W9,604 713-4595,604 713-4597,49.2721,-123.059,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939047,Lord Tennyson Elementary,Standard,1936 10th Ave W,Vancouver,BC,V6J2B2,604 713-5426,604 713-5428,49.2627,-123.149,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939048,Sir Richard McBride Elementary,Standard,1300 29th Ave E,Vancouver,BC,V5V2T3,604 713-4971,604 713-4973,49.2444,-123.078,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939049,Sir Wilfred Grenfell Community,Standard,3323 Wellington Ave,Vancouver,BC,V5R4Y3,604 713-4844,604 713-4846,49.2422,-123.035,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939050,Tecumseh Elementary,Standard,1850 41st Ave E,Vancouver,BC,V5P1K9,604 713-5390,604 713-5383,49.2324,-123.068,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939051,Florence Nightingale Elementary,Standard,2740 Guelph St,Vancouver,BC,V5T3P7,604 713-5290,604 713-5292,49.2603,-123.095,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939052,General Gordon Elementary,Standard,2896 6th Ave W,Vancouver,BC,V6K1X1,604 713-5403,604 713-5405,49.2666,-123.171,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939053,Henry Hudson Elementary,Standard,1551 Cypress St,Vancouver,BC,V6J3L3,604 713-5441,604 713-5443,49.272,-123.148,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939054,Laura Secord Elementary,Standard,2500 Lakewood Dr,Vancouver,BC,V5N4V1,604 713-4996,604 713-4998,49.2621,-123.062,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939056,Walter Moberly Elementary,Standard,1000 59th Ave E,Vancouver,BC,V5X1Y7,604 713-4784,604 713-4786,49.2163,-123.085,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939057,Pierre Elliott Trudeau Elementary,Standard,449 62nd Ave E,Vancouver,BC,V5X2G2,604 713-4865,604 713-4867,49.2143,-123.096,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939058,Sir Wm Van Horne Elementary,Standard,5855 Ontario St,Vancouver,BC,V5W2L8,604 713-4965,604 713-4967,49.2316,-123.106,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939059,Charles Dickens Elementary,Standard,1010 East 17th Ave,Vancouver,BC,V5V0A6,604 713-4978,604 713-4980,49.2553,-123.083,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939060,David Livingstone Elementary,Standard,315 23rd Ave E,Vancouver,BC,V5V1X6,604 713-4985,604 713-4987,49.2505,-123.098,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939061,Hastings Community Elementary,Standard,2625 Franklin St,Vancouver,BC,V5K3W7,604 713-5507,604 713-5509,49.2822,-123.051,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939062,John Norquay Elementary,Standard,4710 Slocan St,Vancouver,BC,V5R2A1,604 713-4666,604 713-4668,49.2422,-123.052,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939063,J.W. Sexsmith Community Elementary,Standard,7455 Ontario St,Vancouver,BC,V5X3C1,604 713-4901,604 713-4903,49.2172,-123.106,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939064,Sir James Douglas Elementary,Standard,7550 Victoria Dr,Vancouver,BC,V5P3Z7,604 713-4817,604 713-4819,49.2157,-123.066,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939065,Sir John Franklin Community,Standard,250S Skeena St,Vancouver,BC,V5K4N8,604 713-4709,604 713-4711,49.2825,-123.028,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939066,Sir Sandford Fleming Elementary,Standard,1401 49th Ave E,Vancouver,BC,V5P1S2,604 713-4793,604 713-4795,49.2254,-123.077,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939067,Bayview Community Elementary,Standard,2251 Collingwood St,Vancouver,BC,V6R3L1,604 713-5433,604 713-5435,49.2664,-123.182,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939069,Lord Beaconsfield Elementary,Standard,3663 Penticton St,Vancouver,BC,V5M3C9,604 713-4605,604 713-4607,49.2519,-123.052,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939070,Lord Kitchener Elementary,Standard,4055 Blenheim St,Vancouver,BC,V6L2Z1,604 713-5454,604 713-5457,49.2505,-123.179,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939071,Edith Cavell Elementary,Standard,500 20th Ave W,Vancouver,BC,V5Z1X7,604 713-4932,604 713-4934,49.2528,-123.117,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939072,Shaughnessy Elementary,Standard,4250 Marguerite St,Vancouver,BC,V6J4G3,604 713-5500,604 713-5503,49.2481,-123.145,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939073,Sir Matthew Begbie Elementary,Standard,1430 Lillooet St,Vancouver,BC,V5K4H6,604 713-4686,604 713-4688,49.2719,-123.039,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939074,Maple Grove Elementary,Standard,6199 Cypress St,Vancouver,BC,V6M3S3,604 713-5356,604 713-5358,49.2298,-123.15,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939075,Quilchena Elementary,Standard,5300 Maple St,Vancouver,BC,V6M3T6,604 713-5420,604 713-5422,49.2384,-123.152,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939076,Grandview Elementary,Standard,2055 Woodland Dr,Vancouver,BC,V5N3N9,604 713-4663,604 713-4665,49.2664,-123.074,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939077,Renfrew Community Elementary,Standard,3315 22nd Ave E,Vancouver,BC,V5M2Z2,604 713-4851,604 713-4854,49.2507,-123.033,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939079,Sir Alexander Mackenzie Elementary,Standard,960 39th Ave E,Vancouver,BC,V5W1K8,604 713-4799,604 713-4801,49.2345,-123.086,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939080,Queen Elizabeth Elementary,Standard,4102 16th Ave W,Vancouver,BC,V6R3E3,604 713-5408,604 713-5410,49.258,-123.198,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939082,Thunderbird Elementary,Standard,2325 Cassiar St,Vancouver,BC,V5M3X3,604 713-4611,604 713-4613,49.2638,-123.031,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939084,Trafalgar Elementary,Standard,4170 Trafalgar St,Vancouver,BC,V6L2M5,604 713-5475,604 713-5477,49.2494,-123.165,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939085,Sir Wilfrid Laurier Elementary,Standard,7350 Laurel St,Vancouver,BC,V6P3T9,604 713-4925,604 713-4927,49.2186,-123.126,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939086,Sir William Osler Elementary,Standard,5970 Selkirk St,Vancouver,BC,V6M2Y8,604 713-4920,604 713-4922,49.2315,-123.133,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939087,Southlands Elementary,Standard,5351 Camosun St,Vancouver,BC,V6N2C4,604 713-5414,604 713-5416,49.2381,-123.197,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939088,Captain James Cook Elementary,Standard,3340 54th Ave E,Vancouver,BC,V5S1Z3,604 713-4828,604 713-4830,49.22,-123.036,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939089,Chief Maquinna Elementary,Standard,2684 2nd Ave E,Vancouver,BC,V5M1C9,604 713-4705,604 713-4708,49.2683,-123.05,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939090,David Oppenheimer Elementary,Standard,2421 Scarboro Ave,Vancouver,BC,V5P2L5,604 713-4570,604 713-4572,49.213,-123.058,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939093,Sir Charles Kingsford-Smith,Standard,6901 Elliott St,Vancouver,BC,V5S2N1,604 713-4746,604 713-4750,49.221,-123.055,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939094,Carnarvon Community Elementary,Standard,3400 Balaclava St,Vancouver,BC,V6L2S6,604 713-5396,604 713-5398,49.2565,-123.174,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939095,Dr A R Lord Elementary,Standard,555 Lillooet St,Vancouver,BC,V5K4G4,604 713-4620,604 713-4622,49.2796,-123.039,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939097,Dr R E McKechnie Elementary,Standard,7455 Maple St,Vancouver,BC,V6P5P8,604 713-4952,604 713-4954,49.2176,-123.153,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939099,Waverley Elementary,Standard,6111 Elliott St,Vancouver,BC,V5S2M1,604 713-4752,604 713-4755,49.2283,-123.055,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939100,G T Cunningham Elementary,Standard,2330 37th Ave E,Vancouver,BC,V5R2T3,604 713-4675,604 713-4677,49.2372,-123.058,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939101,Nootka Community Elementary,Standard,3375 Nootka St,Vancouver,BC,V5M3N2,604 713-4767,604 713-4769,49.2542,-123.042,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939102,Tecumseh Annex,Standard,1551 37th Ave E,Vancouver,BC,V5P1E4,604 713-4890,604 713-4892,49.237,-123.073,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939104,Dr Annie B Jamieson Elementary,Standard,6350 Tisdall St,Vancouver,BC,V5Z3N4,604 713-5367,604 713-5369,49.2278,-123.122,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939105,Dr George M Weir Elementary,Standard,2900 44th Ave E,Vancouver,BC,V5R3A8,604 713-4771,604 713-4773,49.2301,-123.046,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939106,John Henderson Elementary,Standard,451 53rd Ave E,Vancouver,BC,V5X1J3,604 713-4837,604 713-4839,49.222,-123.096,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939107,Queen Victoria Annex,Standard,1850 3rd Ave E,Vancouver,BC,V5N1H2,604 713-4694,604 713-4734,49.2677,-123.067,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939108,Sir Richard McBride Annex,Standard,4750 St. Catherines St,Vancouver,BC,V5V4M7,604 713-5374,604 713-5376,49.2421,-123.086,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939109,Graham Bruce Community Elementary,Standard,3633 Tanner St,Vancouver,BC,V5R5P7,604 713-4778,604 713-4780,49.2422,-123.026,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939110,Queen Elizabeth Annex,Standard,4275 Crown St,Vancouver,BC,V6S2K3,604 713-5482,604 713-5484,49.2489,-123.194,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939112,Tillicum Community Annex,Standard,2450 Cambridge St,Vancouver,BC,V5K1L2,604 713-4716,604 713-4718,49.2866,-123.056,ELEMENTARY,K-4,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939113,Kerrisdale Annex,Standard,3250 43rd Ave W,Vancouver,BC,V6N4K3,604 713-5488,604 713-5490,49.2327,-123.176,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939114,Lord Selkirk Annex,Standard,4444 Dumfries St,Vancouver,BC,V5N3T2,604 713-4735,604 713-4737,49.2449,-123.073,ELEMENTARY,K-4,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939115,Dr H N MacCorkindale Elementary,Standard,6100 Battison St,Vancouver,BC,V5S3M8,604 713-4775,604 713-4757,49.2281,-123.03,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939117,Chief Maquinna Annex,Standard,2882 4th Ave E,Vancouver,BC,V5M1K8,604 713-4729,604 713-4731,49.2665,-123.045,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939118,John Henderson Annex,Standard,801 E 54th Ave,Vancouver,BC,V5X1L8,604 713-4872,604 713-4873,49.2207,-123.088,ELEMENTARY,K-5,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939119,Tyee Elementary,Standard,3525 Dumfries St,Vancouver,BC,V5N3S5,604 713-4723,604 713-4725,49.2532,-123.073,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939120,Sir James Douglas Annex,Standard,7668 Borden St,Vancouver,BC,V5P3E1,604 713-4885,604 713-4887,49.2149,-123.074,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939121,Garibaldi Annex,Standard,1025 Slocan St,Vancouver,BC,V5K3Y2,604 713-4740,604 713-4742,49.2755,-123.05,ELEMENTARY,K-4,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939122,Sir Wilfrid Laurier Annex,Standard,590 65th Ave W,Vancouver,BC,V6P2P8,604 713-5380,604 713-5382,49.2114,-123.12,ELEMENTARY,K-4,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939123,University Hill Elementary,Standard,5395 Chancellor Blvd,Vancouver,BC,V6T1E2,604 713-5350,604 713-5353,49.2726,-123.235,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939124,Charles Dickens Annex,Standard,3877 Glen Dr,Vancouver,BC,V5V4S9,604 713-5392,604 713-5394,49.2503,-123.082,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939127,Mount Pleasant Elementary,Standard,2300 Guelph St,Vancouver,BC,V5T3P1,604 713-4617,604 713-4627,49.2646,-123.095,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939128,Champlain Heights Community Elementary,Standard,6955 Frontenac St,Vancouver,BC,V5S3T4,604 713-4760,604 713-4762,49.2206,-123.027,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939129,Lord Roberts Annex,Standard,1150 Nelson St,Vancouver,BC,V6E1J2,604 713-5495,604 713-5497,49.2831,-123.129,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939130,Britannia Community Elementary,Standard,1110 Cotton Dr,Vancouver,BC,V5L3T5,604 713-4497,604 713-4603,49.2743,-123.071,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939132,Ecole Jules Quesnel Elementary,Standard,3050 Crown St,Vancouver,BC,V6R4K9,604 713-4577,604 713-4579,49.2595,-123.194,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939136,False Creek Elementary,Standard,900 School Green,Vancouver,BC,V6H3N7,604 713-4959,604 713-4961,49.2677,-123.127,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939137,Champlain Heights Annex,Standard,7835 Champlain Cres,Vancouver,BC,V5S4J6,604 713-4880,604 713-4882,49.2142,-123.03,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939139,Collingwood Neighbourhood School,Standard,3417 Euclid Ave,Vancouver,BC,V5R6H2,604 713-5340,604 713-5339,49.2362,-123.033,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939140,Elsie Roy Elementary,Standard,150 Drake St,Vancouver,BC,V6Z2X1,604 713-5890,604 713-5892,49.2724,-123.122,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3939141,Acadia Road Elementary,Standard,2896 Acadia Rd,Vancouver,BC,V6T1S2,604 713-5950,604 713-5952,49.26169,-123.2338,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,39,Vancouver,3995051,University Transition Program,Long Term Prp,240D - 1924 West Mall UBC,Vancouver,BC,V6T1Z2,604 822-1551,604 822-1552,49.266,-123.257,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,39,Vancouver,3998004,Vancouver Learning Network,District Distance Ed,530 41st Ave E,Vancouver,BC,V5W1P3,604 713-5520,604 713-5528,49.2329,-123.094,SECONDARY,12-Aug,FALSE,TRUE
